Protein ID,Disorder,Linear B-cell Epitopes,Tandem Repeats,Non-syn SNPs,Protein Length,Tajimas D (Guinea),Tajimas D (Gambia)
PF3D7_0301300,14.19,6.41,0.0,0.23,437,-99.0,-99.0
PF3D7_0301400,2.47,8.23,0.0,1.65,243,-99.0,-99.0
PF3D7_0301500,42.25,6.34,13.73,0.0,284,-99.0,-99.0
PF3D7_0301600,11.48,34.43,5.05,1.37,732,-1.7,-1.15
PF3D7_0301700,16.4,36.59,10.73,0.0,317,-99.0,-99.0
PF3D7_0301800,5.84,11.67,0.0,0.78,257,-1.26,-0.41
PF3D7_0301900,3.27,3.77,0.0,0.25,398,-0.91,-0.27
PF3D7_0302000,0.83,11.5,0.0,0.17,600,-1.26,-0.54
PF3D7_0302100,59.57,27.28,0.0,0.3,1338,-2.07,-1.1
PF3D7_0302200,9.96,9.75,0.0,3.39,1416,0.29,0.14
PF3D7_0302500,10.09,9.6,0.0,3.11,1417,-0.21,-0.15
PF3D7_0302600,17.88,9.01,3.96,0.66,1365,-0.45,-0.4
PF3D7_0302700,1.97,6.58,0.0,0.0,152,-99.0,-99.0
PF3D7_0302800,36.52,21.24,6.21,0.24,419,-1.61,-1.33
PF3D7_0302900,12.68,6.14,1.2,0.08,1254,-2.06,-1.5
PF3D7_0303000,12.01,8.94,0.0,0.0,783,-1.83,-1.61
PF3D7_0303100,22.21,17.0,2.85,0.49,1441,-2.38,-1.91
PF3D7_0303200,65.06,33.05,5.42,1.38,1162,-2.21,-1.67
PF3D7_0303300,42.48,22.88,0.0,0.0,153,-99.0,-99.0
PF3D7_0303400,8.12,3.9,0.0,0.0,616,-2.11,-1.89
PF3D7_0303500,41.02,21.38,1.3,0.09,2226,-1.91,-1.72
PF3D7_0303600,8.38,7.82,0.0,0.0,179,-99.0,-99.0
PF3D7_0303700,17.41,9.38,0.0,0.0,448,-1.47,-1.89
PF3D7_0303800,22.26,13.83,0.0,0.17,593,-2.1,-1.9
PF3D7_0303900,11.17,7.11,0.0,0.0,197,-99.0,-99.0
PF3D7_0304000,37.17,16.61,10.45,0.23,861,-2.3,-1.65
PF3D7_0304100,56.95,14.86,0.0,1.71,525,-1.26,-1.54
PF3D7_0304200,11.63,3.19,0.0,0.0,533,-99.0,-99.0
PF3D7_0304300,14.28,13.93,2.94,0.07,1429,-1.9,-1.48
PF3D7_0304400,12.5,10.58,0.0,0.0,104,-99.0,-99.0
PF3D7_0304500,18.71,15.79,0.0,0.0,171,-99.0,-99.0
PF3D7_0304600,75.06,62.97,52.64,2.27,397,0.12,0.07
PF3D7_0304700,28.81,28.18,0.0,1.48,472,0.81,0.06
PF3D7_0304800,11.96,5.67,0.0,0.28,1446,-2.25,-1.59
PF3D7_0304900,5.29,12.94,0.0,0.0,170,-99.0,-99.0
PF3D7_0305000,11.28,6.67,0.0,0.0,390,-99.0,-99.0
PF3D7_0305100,47.64,16.26,6.59,0.6,3978,-2.53,-1.76
PF3D7_0305200,91.04,15.89,16.42,1.05,1139,-2.39,-1.77
PF3D7_0305300,49.16,24.9,8.16,0.63,956,-99.0,-99.0
PF3D7_0305400,3.45,8.28,0.0,0.0,145,-99.0,-99.0
PF3D7_0305500,43.66,16.68,6.69,0.97,3933,-2.5,-1.99
PF3D7_0305600,31.44,14.91,0.0,0.32,617,-99.0,-99.0
PF3D7_0305700,2.11,20.42,0.0,0.0,142,-99.0,-99.0
PF3D7_0305800,64.72,33.75,9.78,0.81,1114,-2.21,-2.1
PF3D7_0305900,8.47,2.82,0.0,0.0,177,-1.06,-1.74
PF3D7_0306100,17.2,28.34,3.98,0.16,628,-2.3,-1.86
PF3D7_0306200,12.89,15.19,0.0,0.0,349,-99.0,-99.0
PF3D7_0306300,4.5,11.71,0.0,0.0,111,-99.0,-99.0
PF3D7_0306400,13.17,10.41,0.0,0.0,653,-99.0,-99.0
PF3D7_0306500,2.34,8.7,0.0,0.0,299,-99.0,-99.0
PF3D7_0306600,4.71,5.88,0.0,0.0,85,-99.0,-99.0
PF3D7_0306800,4.13,6.38,0.0,0.0,533,-1.13,-1.34
PF3D7_0306900,18.62,17.24,0.0,0.0,145,-99.0,-99.0
PF3D7_0307100,10.64,7.8,0.0,0.0,141,-99.0,-99.0
PF3D7_0307200,5.06,7.78,0.0,0.0,257,-99.0,-99.0
PF3D7_0307300,56.47,12.16,0.0,0.39,510,-1.86,-1.55
PF3D7_0307400,7.03,9.46,0.0,0.0,370,-99.0,-99.0
PF3D7_0307500,14.14,12.08,20.31,4.37,389,-1.87,-1.73
PF3D7_0307600,16.35,16.35,1.61,0.27,746,-1.76,-1.74
PF3D7_0307700,76.07,28.97,22.12,0.93,1826,-2.13,-1.91
PF3D7_0307800,35.48,22.6,11.44,1.29,699,-99.0,-99.0
PF3D7_0307900,63.67,18.47,8.46,1.37,3724,-2.31,-2.07
PF3D7_0308000,11.45,14.46,9.04,0.0,498,-1.31,-1.6
PF3D7_0308100,28.4,16.54,5.08,0.76,1711,-0.84,-0.9
PF3D7_0308200,3.71,9.46,0.0,0.0,539,0.04,0.17
PF3D7_0308300,22.55,19.58,0.0,0.89,337,-0.95,-1.36
PF3D7_0308500,1.43,7.86,0.0,0.0,140,-99.0,-99.0
PF3D7_0308600,0.19,10.71,0.0,0.0,532,-2.35,-1.89
PF3D7_0308700,6.5,16.67,0.0,0.0,492,-1.91,-1.89
PF3D7_0308800,10.19,10.19,0.0,0.0,108,-99.0,-99.0
PF3D7_0308900,40.48,14.65,5.34,0.22,1386,-1.86,-1.69
PF3D7_0309000,21.74,11.48,3.83,0.17,575,-99.0,-99.0
PF3D7_0309100,12.92,6.18,0.0,0.56,178,-1.48,-1.04
PF3D7_0309200,40.85,22.0,13.15,2.79,1650,-1.97,-1.71
PF3D7_0309300,44.19,14.66,26.07,1.26,955,-2.11,-1.61
PF3D7_0309500,9.51,15.25,0.0,0.0,610,-1.83,-1.73
PF3D7_0309600,41.96,34.82,14.29,0.0,112,-99.0,-99.0
PF3D7_0309700,21.55,17.11,7.07,1.15,608,-99.0,-99.0
PF3D7_0309800,24.64,12.5,0.0,0.0,280,-99.0,-99.0
PF3D7_0309900,14.05,8.13,4.54,0.36,1673,-1.66,-1.24
PF3D7_0310000,3.05,6.09,0.0,0.51,197,-99.0,-99.0
PF3D7_0310100,17.79,8.36,0.0,0.0,562,-1.68,-2.01
PF3D7_0310200,64.75,28.81,23.05,1.69,4550,-2.26,-2.01
PF3D7_0310300,26.7,20.09,1.8,0.26,1165,-2.11,-1.65
PF3D7_0310400,31.3,25.04,3.4,0.39,1294,-1.66,-1.72
PF3D7_0310500,37.81,19.74,4.41,1.06,2269,-2.02,-1.99
PF3D7_0310600.1,3.83,0.43,0.0,0.0,235,-99.0,-99.0
PF3D7_0310600.2,1.71,0.43,0.0,0.0,234,-99.0,-99.0
PF3D7_0310800,1.83,5.5,0.0,0.0,109,-99.0,-99.0
PF3D7_0310900,6.87,16.92,1.27,0.25,786,-2.11,-1.74
PF3D7_0311100,77.67,38.67,18.0,1.0,600,-0.61,-0.45
PF3D7_0311200,10.02,10.9,1.46,1.39,1367,-2.1,-1.86
PF3D7_0311300,39.87,18.15,1.47,0.1,953,-2.3,-1.55
PF3D7_0311400,36.38,20.83,11.01,0.48,2515,-2.37,-2.18
PF3D7_0311500,3.7,6.17,0.0,0.0,81,-99.0,-99.0
PF3D7_0311600,11.68,6.55,0.0,0.28,702,-1.52,-1.29
PF3D7_0311700,7.64,7.64,0.0,0.0,432,-1.2,-0.96
PF3D7_0311800,5.25,9.2,0.0,0.82,609,-0.57,-1.07
PF3D7_0311900,5.6,2.34,6.51,2.47,768,-0.1,-0.2
PF3D7_0312000,9.56,11.03,0.0,0.0,136,-99.0,-99.0
PF3D7_0312100,19.02,21.41,8.73,0.48,836,-1.32,-1.57
PF3D7_0312200,24.19,10.11,2.51,0.81,1236,-2.35,-2.01
PF3D7_0312300,1.64,2.96,0.0,0.0,304,-99.0,-99.0
PF3D7_0312400,20.91,13.64,0.0,0.0,440,-99.0,-99.0
PF3D7_0312500,21.76,6.22,0.0,0.17,579,-1.23,-0.39
PF3D7_0312800,5.56,8.73,0.0,0.0,126,-99.0,-99.0
PF3D7_0312900,11.36,35.16,10.26,2.2,273,-99.0,-99.0
PF3D7_0313000,47.11,37.28,24.28,1.45,346,-99.0,-99.0
PF3D7_0313100,3.84,15.12,4.09,0.99,807,-1.67,-1.38
PF3D7_0313200,18.45,11.59,0.0,0.0,233,-99.0,-99.0
PF3D7_0313300,9.63,1.6,0.0,0.0,187,-99.0,-99.0
PF3D7_0313400,30.48,25.77,13.9,3.44,784,-1.88,-1.23
PF3D7_0313500,12.29,15.48,6.48,2.2,911,-2.24,-1.75
PF3D7_0313600,58.92,38.72,6.73,5.05,594,-1.57,-1.41
PF3D7_0313700.1,2.5,7.32,0.0,0.0,519,-99.0,-99.0
PF3D7_0313700.2,3.13,8.83,0.0,0.0,351,-99.0,-99.0
PF3D7_0313800,9.23,9.98,2.42,0.3,661,-1.33,-1.6
PF3D7_0313900,13.23,9.03,6.3,1.64,1096,-1.79,-1.57
PF3D7_0314000,27.64,14.91,0.0,0.0,275,-99.0,-99.0
PF3D7_0314100.1,5.05,9.6,0.0,0.0,198,-99.0,-99.0
PF3D7_0314200,13.94,8.59,3.32,1.16,1385,-2.37,-1.79
PF3D7_0314300,2.43,9.29,0.0,0.0,452,-99.0,-99.0
PF3D7_0314400,3.9,7.47,0.0,0.0,308,-99.0,-99.0
PF3D7_0314500,26.51,19.28,0.0,0.0,249,-99.0,-99.0
PF3D7_0314600,27.91,30.62,0.0,1.94,258,-99.0,-99.0
PF3D7_0314700,52.33,39.71,10.67,0.51,1181,-2.11,-1.78
PF3D7_0314800,8.85,15.0,1.25,0.1,1040,-99.0,-99.0
PF3D7_0314900,54.83,23.08,13.26,0.82,611,-99.0,-99.0
PF3D7_0315000,3.7,5.29,0.0,0.0,189,-99.0,-99.0
PF3D7_0315100,15.42,10.13,0.0,0.0,227,-99.0,-99.0
PF3D7_0315200,28.81,23.65,3.69,0.52,2114,-0.74,0.2
PF3D7_0315300,22.35,10.3,2.67,0.57,1758,-2.04,-1.41
PF3D7_0315400,37.11,20.31,0.0,0.39,256,-99.0,-99.0
PF3D7_0315500,4.31,1.72,0.0,0.0,232,-99.0,-99.0
PF3D7_0315600,43.3,34.85,17.11,0.21,485,-99.0,-99.0
PF3D7_0315700,21.79,10.47,0.0,0.43,936,-99.0,-99.0
PF3D7_0315800,17.26,17.81,15.07,0.0,365,-99.0,-99.0
PF3D7_0315900,3.97,3.25,5.42,0.0,277,-99.0,-99.0
PF3D7_0316000,13.36,16.29,0.0,0.65,307,-99.0,-99.0
PF3D7_0316100,6.04,4.36,0.0,0.0,298,-99.0,-99.0
PF3D7_0316200,22.78,9.78,3.3,0.66,2423,-1.82,-1.02
PF3D7_0316300.1,14.47,10.79,0.0,0.0,380,-99.0,-99.0
PF3D7_0316300.2,12.3,9.74,0.0,0.23,431,-99.0,-99.0
PF3D7_0316400,34.62,17.86,5.36,0.69,1008,-2.07,-1.61
PF3D7_0316500,4.56,7.16,3.04,0.0,461,-99.0,-99.0
PF3D7_0316600,10.68,4.21,0.0,0.0,309,0.69,-0.93
PF3D7_0316700,19.46,5.88,0.0,0.45,221,-99.0,-99.0
PF3D7_0316800,0.77,4.62,0.0,0.0,130,-99.0,-99.0
PF3D7_0316900,14.5,17.33,4.67,0.17,600,-0.96,-0.31
PF3D7_0317000,4.37,5.16,0.0,0.0,252,-99.0,-99.0
PF3D7_0317100,14.34,16.1,3.1,0.31,969,-1.22,-1.6
PF3D7_0317200,29.17,17.06,4.31,0.52,1553,-99.0,-99.0
PF3D7_0317300,79.46,24.48,16.0,2.36,3394,-2.16,-2.23
PF3D7_0317400,20.66,10.81,2.9,0.39,518,-1.58,-1.89
PF3D7_0317500,56.08,15.38,13.77,1.24,1619,-1.51,-0.83
PF3D7_0317600,1.86,5.59,0.0,0.0,161,-99.0,-99.0
PF3D7_0317700,49.02,19.06,9.79,0.38,2870,-1.64,-1.01
PF3D7_0317800,12.44,15.11,0.0,0.0,225,-1.99,-1.74
PF3D7_0317900,6.53,8.42,5.95,0.44,689,-99.0,-99.0
PF3D7_0318000,4.95,11.39,0.0,0.0,202,-99.0,-99.0
PF3D7_0318100,24.6,7.49,0.0,0.0,374,-99.0,-99.0
PF3D7_0318200,37.65,26.05,5.33,0.24,2457,-1.2,-0.67
PF3D7_0318300,22.97,17.69,13.67,0.45,1119,-1.99,-1.39
PF3D7_0318400,33.5,20.14,0.0,0.17,591,-2.06,-1.77
PF3D7_0318500,47.34,16.04,3.96,0.58,4981,-2.29,-1.75
PF3D7_0318600,26.06,11.11,0.0,0.0,1017,-2.09,-1.9
PF3D7_0318700,5.04,7.56,0.0,0.84,119,-99.0,-99.0
PF3D7_0318800,3.36,8.12,0.0,0.28,357,-99.0,-99.0
PF3D7_0318900,37.95,19.32,7.5,0.23,440,-99.0,-99.0
PF3D7_0319000,32.89,14.7,1.66,0.27,1864,-1.88,-1.17
PF3D7_0319100,8.41,14.95,0.0,0.0,107,-99.0,-99.0
PF3D7_0319200,26.71,10.71,0.99,0.33,906,-1.71,-1.01
PF3D7_0319300,6.25,13.12,0.0,0.0,160,-99.0,-99.0
PF3D7_0319400,45.78,17.17,6.97,0.29,1363,-2.16,-1.84
PF3D7_0319500,62.14,34.63,0.0,1.94,309,-1.73,-1.83
PF3D7_0319600,32.69,23.72,0.0,0.0,156,-99.0,-99.0
PF3D7_0319700,29.05,13.28,3.45,0.41,3133,-2.33,-1.87
PF3D7_0319800,2.94,2.52,0.0,0.21,477,-0.94,-0.44
PF3D7_0319900,8.6,19.43,14.33,0.0,314,-99.0,-99.0
PF3D7_0320000,78.47,40.28,0.0,0.0,144,-99.0,-99.0
PF3D7_0320100,3.62,4.07,0.0,0.45,221,-99.0,-99.0
PF3D7_0320200,29.85,17.5,3.43,1.54,583,-1.46,-1.06
PF3D7_0320300,1.68,5.61,2.99,0.0,535,-99.0,-99.0
PF3D7_0320400,15.43,7.97,0.36,0.39,3085,-1.6,-1.03
PF3D7_0320500,1.4,5.36,0.0,0.23,429,-0.77,-0.39
PF3D7_0320600,3.03,6.82,0.0,0.0,132,-99.0,-99.0
PF3D7_0320700,5.03,3.91,0.0,0.0,179,-99.0,-99.0
PF3D7_0320800,8.31,10.85,0.0,0.0,433,-99.0,-99.0
PF3D7_0320900,37.97,20.89,18.35,0.0,158,-99.0,-99.0
PF3D7_0321000,23.98,18.5,0.0,0.41,492,-1.13,-0.67
PF3D7_0321100,27.55,19.09,5.21,1.19,1844,-1.7,-1.58
PF3D7_0321200,13.6,0.76,0.0,0.5,397,1.6,1.92
PF3D7_0321300,12.66,13.97,4.48,1.53,916,-0.81,-0.43
PF3D7_0321400,6.9,4.08,0.0,0.0,319,-99.0,-99.0
PF3D7_0321500,6.33,11.82,5.21,1.12,1074,-1.6,-1.19
PF3D7_0321600,34.56,11.84,0.0,0.14,735,-1.52,-1.82
PF3D7_0321700,82.32,23.9,12.69,1.54,1946,-2.05,-1.75
PF3D7_0321800,39.43,22.51,8.02,1.85,2706,-1.82,-1.28
PF3D7_0321900,39.36,11.85,1.4,0.31,1283,-1.32,-1.53
PF3D7_0322000,1.17,15.79,0.0,0.0,171,-99.0,-99.0
PF3D7_0322100,31.47,21.83,3.72,1.35,591,-2.45,-0.94
PF3D7_0322200,42.36,20.05,0.0,0.27,753,-1.94,-1.87
PF3D7_0322300,16.69,16.23,7.35,0.46,653,-99.0,-99.0
PF3D7_0322400,23.88,17.19,7.38,1.85,867,-1.88,-1.46
PF3D7_0322500,25.74,6.93,27.97,4.21,404,-1.27,-1.55
PF3D7_0322600,24.57,17.22,0.67,0.45,1347,-1.53,-1.21
PF3D7_0322700,43.38,18.06,15.05,1.16,3096,-2.41,-1.58
PF3D7_0322800,8.84,2.76,0.0,0.0,181,-99.0,-99.0
PF3D7_0322900,16.03,14.12,0.0,0.0,262,-99.0,-99.0
PF3D7_0323000,14.81,44.44,0.0,0.0,54,-99.0,-99.0
PF3D7_0323100,23.74,12.78,0.91,0.13,1542,-2.04,-1.51
PF3D7_0323200,10.43,11.56,4.54,0.23,441,-2.02,-1.89
PF3D7_0323300,15.7,5.31,3.7,0.0,433,-99.0,-99.0
PF3D7_0323400,9.02,7.18,0.0,0.37,1086,-1.31,-1.63
PF3D7_0323500,31.75,12.38,0.0,0.0,315,-99.0,-99.0
PF3D7_0323600,16.42,10.45,2.24,0.15,670,-0.83,-1.13
PF3D7_0323700,83.26,38.82,0.0,0.72,693,-1.27,-1.09
PF3D7_0323800,30.5,30.81,5.32,0.1,977,-1.83,-1.23
PF3D7_0324000,10.64,3.9,0.0,0.0,282,-99.0,-99.0
PF3D7_0324100,4.33,13.85,0.0,10.82,231,-1.3,-1.06
PF3D7_0324200,9.13,19.13,0.0,0.87,230,-99.0,-99.0
PF3D7_0324300,7.44,14.89,2.91,1.29,309,-99.0,-99.0
PF3D7_0324400,13.47,10.32,0.0,13.47,349,-99.0,-99.0
PF3D7_0324500,5.36,8.83,0.0,6.62,317,-99.0,-99.0
PF3D7_0324600,6.98,13.62,0.0,16.28,301,-99.0,-99.0
PF3D7_0324800,7.01,7.01,0.0,16.71,371,-99.0,-99.0
PF3D7_0324900,54.13,37.81,1.29,19.59,2169,-99.0,-99.0
PF3D7_0400100,57.37,35.75,2.42,19.39,2646,-99.0,-99.0
PF3D7_0400200,21.55,32.08,0.0,15.79,399,-99.0,-99.0
PF3D7_0400300,4.32,8.65,0.0,21.35,370,-99.0,-99.0
PF3D7_0400400,54.74,31.12,0.87,15.6,3467,-99.0,-99.0
PF3D7_0400500,3.4,6.28,0.0,14.66,382,-99.0,-99.0
PF3D7_0400700,5.79,9.21,0.0,14.74,380,-99.0,-99.0
PF3D7_0400800,10.38,18.69,0.0,17.99,289,-99.0,-99.0
PF3D7_0400900,3.95,4.86,0.0,12.16,329,-99.0,-99.0
PF3D7_0401000,6.47,15.86,0.0,28.16,309,-99.0,-99.0
PF3D7_0401100,1.43,5.71,0.0,7.14,70,-99.0,-99.0
PF3D7_0401200,4.9,4.63,0.0,16.89,367,-99.0,-99.0
PF3D7_0401300,6.13,7.2,0.0,10.13,375,-99.0,-99.0
PF3D7_0401400,4.26,7.29,0.0,2.13,329,-99.0,-99.0
PF3D7_0401600.1,12.1,17.29,0.0,5.48,347,-99.0,-99.0
PF3D7_0401600.2,11.27,17.34,0.0,0.0,346,-99.0,-99.0
PF3D7_0401800,61.07,47.86,31.61,3.21,560,-99.0,-99.0
PF3D7_0401900,25.75,16.17,10.61,2.06,971,-99.0,-99.0
PF3D7_0402000,53.5,46.73,25.93,2.34,428,-99.0,-99.0
PF3D7_0402100,42.26,13.04,5.74,0.17,575,-99.0,-99.0
PF3D7_0402300,94.38,8.82,0.61,1.75,2971,-99.0,-99.0
PF3D7_0402400,0.79,16.93,0.0,2.36,254,-99.0,-99.0
PF3D7_0402600,6.98,13.29,0.0,0.33,301,-99.0,-99.0
PF3D7_0402900,4.04,16.16,0.0,0.0,99,-0.36,-0.83
PF3D7_0403100,3.19,11.82,0.0,0.0,626,-99.0,-99.0
PF3D7_0403200,100.0,50.71,23.57,1.61,560,-99.0,-99.0
PF3D7_0403300,5.26,3.95,0.0,0.0,152,-99.0,-99.0
PF3D7_0403400,39.5,14.27,9.8,1.28,3825,-2.02,-1.63
PF3D7_0403500,12.25,8.25,0.0,0.0,400,-1.86,-1.61
PF3D7_0403600,18.49,24.35,10.55,0.78,768,-2.11,-1.55
PF3D7_0403700,16.28,17.44,13.08,3.33,780,-1.75,-1.37
PF3D7_0403800,44.01,17.98,2.86,1.23,734,-2.13,-1.35
PF3D7_0403900,40.3,15.85,4.3,0.42,1186,-2.47,-2.17
PF3D7_0404000,30.3,30.3,0.0,0.0,99,-99.0,-99.0
PF3D7_0404100,23.16,17.44,11.23,1.45,2271,-2.27,-1.72
PF3D7_0404200,0.61,7.98,0.0,0.0,163,-99.0,-99.0
PF3D7_0404300,84.94,60.22,32.65,2.54,631,-1.98,-1.61
PF3D7_0404400,1.85,7.65,0.0,0.0,379,-1.91,-1.21
PF3D7_0404500,20.29,16.95,5.86,0.84,478,-0.15,1.0
PF3D7_0404600,45.29,22.09,7.37,1.09,4138,-2.16,-1.72
PF3D7_0404700,17.89,25.56,11.18,2.56,939,-1.6,-1.29
PF3D7_0404800,23.63,15.17,5.29,2.82,567,-1.85,-1.61
PF3D7_0404900,6.61,12.17,0.0,0.0,378,-0.57,-0.44
PF3D7_0405000,21.34,2.65,0.0,0.18,567,-1.32,-1.21
PF3D7_0405100,40.3,16.37,3.33,0.07,1350,-2.46,-1.72
PF3D7_0405200,40.76,7.94,25.22,2.07,579,-99.0,-99.0
PF3D7_0405300,61.05,17.82,7.23,4.53,1964,-1.19,-0.58
PF3D7_0405400,33.99,16.2,2.1,0.16,3136,-1.72,-0.61
PF3D7_0405500,11.61,5.8,0.0,0.45,224,-1.06,-1.74
PF3D7_0405600,10.48,3.17,0.0,0.0,315,-1.91,-1.41
PF3D7_0405700,31.84,16.52,3.93,0.33,2415,-2.36,-1.73
PF3D7_0405800,1.96,8.82,0.0,0.0,102,-99.0,-99.0
PF3D7_0405900,55.54,25.17,1.92,0.41,731,-99.0,-99.0
PF3D7_0406000,28.74,16.14,0.0,0.2,508,-99.0,-99.0
PF3D7_0406100,3.44,8.5,0.0,0.0,494,-99.0,-99.0
PF3D7_0406200,38.22,41.4,0.0,0.64,157,-99.0,-99.0
PF3D7_0406400,0.38,14.07,0.0,0.38,263,-1.08,-0.39
PF3D7_0406500,79.76,24.45,27.25,3.24,3211,-2.39,-1.82
PF3D7_0406600,0.72,20.86,0.0,0.0,139,-99.0,-99.0
PF3D7_0406700,5.19,5.9,0.0,0.12,847,-1.84,-1.62
PF3D7_0406800,10.84,5.24,0.0,1.75,286,-1.74,-1.09
PF3D7_0406900,22.96,16.68,4.57,0.63,1751,-1.77,-0.91
PF3D7_0407000,7.16,11.6,2.22,0.0,405,-1.83,-1.64
PF3D7_0407100,21.62,9.91,0.0,0.3,333,-0.98,-0.62
PF3D7_0407200,19.05,4.76,0.0,0.0,189,-2.09,-0.88
PF3D7_0407300,28.75,19.38,0.0,0.31,320,-99.0,-99.0
PF3D7_0407400,20.59,14.71,0.0,0.0,102,-99.0,-99.0
PF3D7_0407500,6.05,1.05,0.0,0.0,380,-99.0,-99.0
PF3D7_0407600,14.03,23.93,10.64,0.91,1212,-2.26,-1.49
PF3D7_0407700,49.42,18.35,5.89,0.74,1629,-2.42,-1.54
PF3D7_0407800,45.77,23.06,13.52,1.22,1960,-1.79,-0.77
PF3D7_0407900,40.33,21.59,3.15,0.15,667,-1.67,-1.21
PF3D7_0408000,1.75,10.53,0.0,1.17,171,-1.75,-1.2
PF3D7_0408100,71.72,23.02,3.75,0.27,1121,-2.2,-1.78
PF3D7_0408200,22.51,21.38,18.81,0.64,622,-99.0,-99.0
PF3D7_0408300,78.78,57.85,42.44,0.0,344,-99.0,-99.0
PF3D7_0408400,19.53,19.32,0.0,0.0,471,-99.0,-99.0
PF3D7_0408500,47.62,32.14,7.44,1.34,672,-99.0,-99.0
PF3D7_0408600,2.74,12.09,0.0,0.51,984,-1.32,-0.57
PF3D7_0408700,29.45,26.37,0.0,1.31,842,-0.86,-0.6
PF3D7_0408800,19.05,23.49,13.65,0.0,315,-99.0,-99.0
PF3D7_0408900.1,2.16,12.7,0.0,0.0,693,-99.0,-99.0
PF3D7_0408900.2,1.88,12.45,0.0,0.43,691,-99.0,-99.0
PF3D7_0409000,20.45,8.61,2.69,1.32,2567,-1.75,-0.97
PF3D7_0409100,42.88,17.04,0.0,0.0,534,-99.0,-99.0
PF3D7_0409200,5.81,9.75,0.0,0.62,482,-99.0,-99.0
PF3D7_0409300,20.3,8.42,9.5,1.09,1010,-1.5,0.17
PF3D7_0409400,38.69,25.89,0.0,0.15,672,-1.26,-0.18
PF3D7_0409500,13.07,3.27,0.0,0.0,398,-99.0,-99.0
PF3D7_0409600,51.97,21.57,7.86,0.09,1145,-2.11,-1.73
PF3D7_0409700,22.68,6.7,0.0,0.0,194,-99.0,-99.0
PF3D7_0409800,36.17,18.09,0.0,0.35,575,-1.83,-0.95
PF3D7_0409900,1.2,5.53,0.0,0.24,416,-1.52,-0.18
PF3D7_0410000,32.89,16.81,15.73,0.84,833,-1.38,-1.86
PF3D7_0410300,19.21,15.89,6.18,0.44,906,-1.88,-1.12
PF3D7_0410400,16.86,9.76,0.0,0.0,338,-99.0,-99.0
PF3D7_0410500,6.1,7.98,0.0,0.47,213,-1.25,-1.21
PF3D7_0410600,10.74,10.12,0.0,0.0,326,-99.0,-99.0
PF3D7_0410700,40.93,24.67,9.4,1.0,904,-99.0,-99.0
PF3D7_0410800,71.8,13.56,8.94,1.85,1298,-1.69,-0.97
PF3D7_0410900,60.18,12.79,10.24,2.35,977,-1.99,-1.73
PF3D7_0411000,42.68,29.62,12.99,1.08,1570,-1.89,-1.73
PF3D7_0411100,7.8,13.17,0.0,0.0,205,-99.0,-99.0
PF3D7_0411200,25.38,12.13,5.7,0.32,1245,-1.89,-1.65
PF3D7_0411300,36.57,18.01,11.63,0.69,722,-2.0,-1.72
PF3D7_0411400,30.98,8.36,10.05,1.07,1304,-0.95,-1.21
PF3D7_0411700,2.17,11.59,0.0,0.72,138,-99.0,-99.0
PF3D7_0411800,52.33,12.81,8.71,1.4,1928,-1.51,-1.16
PF3D7_0411900,34.36,15.69,3.61,0.1,1912,-0.96,-0.97
PF3D7_0412000,58.35,29.69,18.89,3.21,778,-1.11,-0.29
PF3D7_0412100,21.73,13.39,0.0,0.6,336,-2.02,-1.89
PF3D7_0412200,3.01,6.02,0.0,0.3,332,1.48,0.43
PF3D7_0412300,1.11,4.63,0.0,1.48,540,0.02,-0.56
PF3D7_0412400,52.83,36.8,0.0,15.71,2209,-99.0,-99.0
PF3D7_0412700,55.07,36.28,0.0,16.56,2277,-99.0,-99.0
PF3D7_0412900,57.31,37.41,0.61,17.6,2312,-99.0,-99.0
PF3D7_0413100,56.58,37.23,0.6,15.61,2326,-99.0,-99.0
PF3D7_0413200,7.98,14.63,0.0,4.52,376,-99.0,-99.0
PF3D7_0413300,13.01,8.38,0.0,0.0,346,-99.0,-99.0
PF3D7_0413500,11.86,15.59,0.0,0.34,295,-0.86,-1.2
PF3D7_0413600,4.59,6.12,0.0,0.0,392,-99.0,-99.0
PF3D7_0413700,7.99,12.13,0.0,0.0,338,-99.0,-99.0
PF3D7_0413800,1.07,5.36,0.0,0.36,280,-99.0,-99.0
PF3D7_0413900,20.75,9.73,0.0,0.23,853,-0.67,-1.22
PF3D7_0414000,12.32,8.05,0.0,0.25,1193,-0.84,-0.9
PF3D7_0414100,13.0,7.0,0.0,0.81,1485,-0.42,-1.65
PF3D7_0414200.1,1.33,6.0,0.0,0.0,150,-99.0,-99.0
PF3D7_0414200.2,1.33,6.0,0.0,0.0,150,-99.0,-99.0
PF3D7_0414300,13.39,8.93,0.0,0.0,112,-99.0,-99.0
PF3D7_0414400,19.09,24.24,0.0,0.61,330,-1.35,-1.22
PF3D7_0414500,50.96,17.63,0.0,0.0,363,0.39,1.03
PF3D7_0414600,20.0,32.77,0.0,0.85,235,-99.0,-99.0
PF3D7_0414700,20.29,15.69,2.38,0.32,631,-99.0,-99.0
PF3D7_0414800,0.5,11.06,0.0,0.0,199,-99.0,-99.0
PF3D7_0414900,4.36,10.55,0.0,0.73,275,-0.93,-1.12
PF3D7_0415000,12.93,9.5,0.0,0.0,379,-99.0,-99.0
PF3D7_0415100,0.97,9.44,0.0,0.0,413,-99.0,-99.0
